x,y,z,Type,State,extra
75,75,88,1,7,0|9|0|6
59,81,86,1,7,0|9|22|7
58,62,72,1,7,0|9|51|13
61,61,77,1,7,0|9|42|9
77,80,88,1,7,0|9|0|6
80,84,79,1,7,0|9|31|5
70,88,79,1,7,0|9|27|5
78,81,87,1,7,0|9|49|5
50,69,70,1,7,0|9|0|11
55,73,79,1,7,0|9|0|10
74,79,78,1,7,0|9|0|10
47,70,67,1,7,0|9|17|11
76,84,81,1,7,0|9|0|7
59,73,81,1,7,0|9|0|12
57,72,86,1,7,0|9|25|7
75,66,87,1,7,0|9|56|6
82,74,75,1,7,0|9|28|5
55,69,87,1,7,0|9|27|10
59,69,81,1,7,0|9|0|12
64,76,78,1,7,0|9|0|11
67,70,72,1,7,0|9|11|8
49,71,77,1,7,0|9|28|10
60,72,79,1,7,0|9|0|13
50,67,64,1,7,0|116|54|11
76,88,77,1,7,0|9|26|5
54,72,68,1,7,0|379|59|12
74,76,71,1,7,0|9|0|7
59,59,69,1,7,0|9|48|10
78,74,89,1,7,0|9|49|5
45,66,76,1,7,0|9|30|10
59,70,82,1,7,0|9|0|13
68,68,81,1,7,0|9|0|8
72,79,77,1,7,0|9|0|10
67,73,76,1,7,0|9|0|10
70,75,68,1,7,0|9|9|5
68,65,84,1,7,0|9|52|6
79,84,75,1,7,0|9|11|5
76,67,82,1,7,0|9|56|6
77,83,81,1,7,0|9|0|6
66,75,69,1,7,0|9|47|15
65,80,88,1,7,0|9|6|7
61,75,83,1,7,0|9|0|10
53,53,74,1,7,0|9|45|10
73,72,74,1,7,0|9|0|7
65,75,92,1,7,0|9|25|7
58,73,77,1,7,0|9|0|10
48,65,72,1,7,0|9|0|12
69,69,75,1,7,0|9|18|8
49,71,73,1,7,0|379|28|13
69,82,70,1,7,0|9|28|5
55,79,76,1,7,0|9|58|9
46,77,80,1,7,0|116|39|14
51,73,70,1,7,0|116|44|12
67,78,81,1,7,0|9|0|10
58,76,72,1,7,0|9|12|8
73,77,76,1,7,0|9|0|11
60,78,69,1,7,0|9|51|13
64,79,87,1,7,0|9|0|8
54,58,73,1,7,0|9|0|14
51,62,72,1,7,0|9|0|14
70,75,71,1,7,0|9|0|7
51,54,70,1,7,0|9|61|12
68,86,73,1,7,0|9|30|5
59,80,84,1,7,0|9|34|6
69,71,62,1,7,0|9|5|17
67,76,71,1,7,0|9|0|7
58,69,79,1,7,0|9|0|12
69,75,91,1,7,0|9|69|5
80,76,85,1,7,0|9|0|6
71,66,84,1,7,0|9|53|6
70,79,84,1,7,0|9|0|9
75,79,67,1,7,0|9|11|5
57,69,87,1,7,0|9|28|10
61,71,73,1,7,0|9|0|10
58,60,76,1,7,0|9|11|10
61,83,83,1,7,0|9|36|6
41,58,71,1,7,0|116|7|15
70,84,77,1,7,0|9|0|7
69,73,72,1,7,0|9|0|7
45,68,76,1,7,0|9|46|10
48,79,81,1,7,0|379|44|15
79,72,89,1,7,0|9|47|5
60,76,81,1,7,0|9|0|9
40,80,74,1,7,0|1922|39|17
50,57,73,1,7,0|9|0|12
52,69,67,1,7,0|116|51|11
65,84,75,1,7,0|9|31|5
55,78,76,1,7,0|9|31|8
61,62,70,1,7,0|9|47|10
72,78,74,1,7,0|9|0|10
44,65,71,1,7,0|9|47|10
70,78,79,1,7,0|9|0|11
52,73,85,1,7,0|5295|39|17
65,68,71,1,7,0|9|32|8
65,82,86,1,7,0|9|39|6
81,80,76,1,7,0|9|10|5
56,68,82,1,7,0|9|0|11
47,55,74,1,7,0|9|36|11
66,80,87,1,7,0|9|1|6
75,73,82,1,7,0|9|0|9
80,84,71,1,7,0|9|15|5
73,78,83,1,7,0|9|0|10
80,85,81,1,7,0|9|30|5
52,64,80,1,7,0|9|47|9
48,65,82,1,7,0|9|6|10
57,65,76,1,7,0|9|0|11
74,75,71,1,7,0|9|0|7
74,66,84,1,7,0|9|53|6
63,82,79,1,7,0|9|0|9
49,58,74,1,7,0|9|0|14
75,69,82,1,7,0|9|0|6
60,75,76,1,7,0|9|0|10
47,57,73,1,7,0|9|8|12
68,78,86,1,7,0|9|0|8
76,78,86,1,7,0|9|0|7
50,72,67,1,7,0|116|41|12
62,70,88,1,7,0|9|14|11
78,83,87,1,7,0|9|13|6
48,67,64,1,7,0|9|62|12
71,84,67,1,7,0|9|10|5
63,73,74,1,7,0|9|0|11
80,75,71,1,7,0|9|10|5
47,68,74,1,7,0|9|11|11
76,81,67,1,7,0|9|12|5
56,51,74,1,7,0|9|45|10
69,82,85,1,7,0|9|14|6
74,68,88,1,7,0|9|51|6
75,82,85,1,7,0|9|0|7
73,80,85,1,7,0|9|0|8
79,72,81,1,7,0|9|0|6
60,71,80,1,7,0|9|0|13
67,79,69,1,7,0|9|30|5
49,57,70,1,7,0|9|36|11
76,78,72,1,7,0|9|0|8
54,57,67,1,7,0|9|45|10
74,72,89,1,7,0|9|0|6
61,70,89,1,7,0|9|25|7
46,59,69,1,7,0|9|32|13
70,73,72,1,7,0|9|0|7
70,72,78,1,7,0|9|0|10
55,78,74,1,7,0|9|31|8
79,83,80,1,7,0|9|0|6
72,72,72,1,7,0|9|0|6
78,75,81,1,7,0|9|0|8
60,74,73,1,7,0|9|0|9
75,87,83,1,7,0|9|17|6
61,72,91,1,7,0|9|24|7
65,77,75,1,7,0|9|0|10
65,80,77,1,7,0|9|0|9
52,58,77,1,7,0|9|35|11
78,82,86,1,7,0|9|43|5
70,81,75,1,7,0|9|0|9
80,72,75,1,7,0|9|10|5
43,73,84,1,7,0|7737|38|17
75,74,91,1,7,0|9|51|5
76,69,83,1,7,0|9|0|6
50,64,68,1,7,0|379|0|13
66,69,69,1,7,0|65|46|15
60,61,82,1,7,0|9|39|9
46,77,82,1,6,0|5295|16|0
69,88,83,1,7,0|9|15|6
62,64,72,1,7,0|65|15|16
65,82,77,1,7,0|9|0|7
55,54,73,1,7,0|9|46|10
78,78,82,1,7,0|9|0|8
46,61,73,1,7,0|9|28|10
60,74,85,1,7,0|9|0|8
81,83,72,1,7,0|9|12|5
71,80,67,1,7,0|9|7|5
76,84,86,1,7,0|9|16|6
64,74,90,1,7,0|9|20|7
56,57,74,1,7,0|9|0|11
78,85,82,1,7,0|9|44|6
61,76,83,1,7,0|9|0|10
80,76,73,1,7,0|9|0|6
62,76,70,1,7,0|9|32|8
44,61,72,1,7,0|116|39|14
66,68,69,1,7,0|65|46|15
73,78,84,1,7,0|9|0|10
83,75,85,1,7,0|9|47|5
70,82,68,1,7,0|9|29|5
65,67,80,1,7,0|9|0|8
70,66,80,1,7,0|9|0|7
72,74,71,1,7,0|9|0|6
77,75,80,1,7,0|9|0|8
76,69,72,1,7,0|9|46|5
69,65,76,1,7,0|9|54|6
79,82,73,1,7,0|9|0|6
45,69,67,1,7,0|9|16|11
72,69,78,1,7,0|9|0|6
46,75,71,1,7,0|116|10|13
75,75,77,1,7,0|9|0|9
77,77,78,1,7,0|9|0|8
55,71,87,1,7,0|9|26|10
64,82,70,1,7,0|9|32|5
66,75,68,1,7,0|9|8|5
44,73,74,1,7,0|116|33|13
75,72,71,1,7,0|9|0|6
51,58,80,1,7,0|9|11|10
77,80,66,1,7,0|9|13|5
45,65,67,1,7,0|9|15|11
53,63,77,1,7,0|9|8|10
52,64,71,1,7,0|9|0|13
48,55,78,1,7,0|9|38|11
59,61,78,1,7,0|9|51|8
64,71,84,1,7,0|9|0|9
57,79,82,1,7,0|9|25|7
74,80,68,1,7,0|9|7|5
73,70,89,1,7,0|9|54|6
82,76,77,1,7,0|9|0|6
57,74,71,1,7,0|9|32|8
61,86,80,1,7,0|9|36|6
73,83,74,1,7,0|9|0|8
73,74,73,1,7,0|9|0|8
67,71,82,1,7,0|9|0|10
50,73,81,1,7,0|9|57|9
62,67,75,1,7,0|9|0|10
43,62,71,1,7,0|116|38|14
49,63,68,1,7,0|9|0|11
49,62,75,1,7,0|9|0|13
77,75,78,1,7,0|9|0|8
64,73,85,1,7,0|9|0|9
69,68,73,1,7,0|9|36|6
78,78,91,1,7,0|9|49|5
65,64,82,1,7,0|9|44|10
76,70,82,1,7,0|9|0|7
59,73,86,1,7,0|9|23|7
56,74,86,1,7,0|9|23|7
50,58,75,1,7,0|9|0|12
57,69,70,1,7,0|9|21|9
62,77,81,1,7,0|9|0|11
64,78,75,1,7,0|9|0|8
54,67,70,1,7,0|9|0|12
65,71,75,1,7,0|9|0|9
55,69,66,1,7,0|9|56|11
55,68,79,1,7,0|9|0|11
73,74,89,1,7,0|9|0|6
79,82,84,1,7,0|9|45|6
64,61,77,1,7,0|9|59|14
74,76,88,1,7,0|9|0|7
64,84,75,1,7,0|9|37|5
54,63,66,1,7,0|9|46|10
71,78,86,1,7,0|9|0|8
66,68,88,1,7,0|9|57|6
71,83,81,1,7,0|9|0|8
61,72,70,1,7,0|9|50|8
60,55,73,1,7,0|9|21|14
46,75,72,1,7,0|116|51|13
82,78,79,1,7,0|9|30|5
78,70,89,1,7,0|9|48|5
76,74,80,1,7,0|9|0|9
70,74,69,1,7,0|9|19|5
57,75,88,1,7,0|9|25|7
77,69,83,1,7,0|9|47|5
56,72,78,1,7,0|9|0|10
76,72,86,1,7,0|9|0|7
67,82,85,1,7,0|9|0|7
69,68,81,1,7,0|9|0|8
57,73,80,1,7,0|9|0|11
59,68,83,1,7,0|9|0|11
71,79,77,1,7,0|9|0|10
53,67,84,1,7,0|9|7|10
61,79,84,1,7,0|9|0|8
72,82,78,1,7,0|9|0|9
59,65,84,1,7,0|9|0|11
52,57,69,1,7,0|9|0|13
51,59,79,1,7,0|9|25|12
60,75,91,1,7,0|9|25|7
77,82,77,1,7,0|9|0|8
67,75,72,1,7,0|9|0|7
79,81,83,1,7,0|9|0|6
68,84,89,1,7,0|9|35|6
78,68,85,1,7,0|9|50|5
55,67,72,1,7,0|9|0|13
56,64,67,1,7,0|9|54|11
74,80,85,1,7,0|9|0|7
49,72,76,1,7,0|379|52|16
48,63,68,1,7,0|9|0|11
61,65,73,1,7,0|9|51|8
62,65,71,1,7,0|9|50|8
58,62,78,1,7,0|9|47|9
63,74,86,1,7,0|9|0|8
72,68,85,1,7,0|9|0|8
60,77,72,1,7,0|9|14|8
59,79,81,1,7,0|9|13|8
58,81,77,1,7,0|9|13|8
66,78,87,1,7,0|9|0|8
61,64,79,1,7,0|9|0|11
58,77,77,1,7,0|9|0|9
69,69,80,1,7,0|9|0|10
59,83,80,1,7,0|9|42|7
64,77,70,1,7,0|9|58|14
82,73,82,1,7,0|9|48|5
60,65,79,1,7,0|9|0|10
76,76,75,1,7,0|9|0|9
74,74,85,1,7,0|9|0|9
66,73,88,1,7,0|9|0|7
73,73,75,1,7,0|9|0|8
37,64,71,1,7,0|116|34|16
52,60,81,1,7,0|9|9|10
74,83,72,1,7,0|9|0|6
64,69,85,1,7,0|9|0|8
49,55,77,1,7,0|9|39|11
65,76,82,1,7,0|9|0|12
73,76,84,1,7,0|9|0|10
72,79,68,1,7,0|9|6|5
73,80,82,1,7,0|9|0|9
74,78,84,1,7,0|9|0|10
78,72,90,1,7,0|9|48|5
69,74,74,1,7,0|9|0|8
68,74,76,1,7,0|9|0|11
60,73,89,1,7,0|9|62|7
67,69,75,1,7,0|65|0|14
62,79,72,1,7,0|9|44|7
70,76,76,1,7,0|9|0|10
51,63,67,1,7,0|379|38|12
59,74,85,1,7,0|9|0|8
80,73,79,1,7,0|9|19|6
71,67,70,1,7,0|65|7|15
55,70,72,1,7,0|9|49|9
52,68,63,1,7,0|9|24|12
66,71,75,1,7,0|9|0|9
60,77,90,1,7,0|9|24|7
50,62,77,1,7,0|9|0|13
77,68,82,1,7,0|9|48|5
83,83,71,1,7,0|9|10|5
74,81,74,1,7,0|9|0|8
45,62,64,1,7,0|9|30|13
47,69,65,1,7,0|9|16|11
65,74,87,1,7,0|9|0|9
76,69,87,1,7,0|9|67|5
71,71,68,1,7,0|9|8|5
46,66,76,1,7,0|9|50|10
82,78,78,1,7,0|9|7|5
64,70,78,1,7,0|9|0|9
77,67,81,1,7,0|9|9|5
67,82,76,1,7,0|9|0|8
61,62,82,1,7,0|9|46|10
67,78,70,1,7,0|9|0|6
59,68,81,1,7,0|9|0|13
60,78,76,1,7,0|9|0|9
65,82,72,1,7,0|9|30|5
44,63,69,1,7,0|9|52|13
66,78,88,1,7,0|9|0|6
75,69,88,1,7,0|9|56|6
53,62,78,1,7,0|9|9|10
68,86,70,1,7,0|9|29|5
53,59,70,1,7,0|9|0|12
59,69,84,1,7,0|9|0|11
60,77,85,1,7,0|9|0|8
68,81,72,1,7,0|9|0|7
68,73,84,1,7,0|9|0|10
57,65,74,1,7,0|9|0|10
56,53,71,1,7,0|9|48|10
75,76,89,1,7,0|9|48|5
55,76,80,1,7,0|9|57|9
62,71,74,1,7,0|9|0|10
55,61,71,1,7,0|9|0|12
64,67,80,1,7,0|9|0|12
72,77,73,1,7,0|9|0|9
53,70,82,1,7,0|9|6|10
54,75,75,1,7,0|9|39|9
80,72,78,1,7,0|9|10|5
66,75,94,1,7,0|9|55|6
63,82,72,1,7,0|9|30|5
70,67,89,1,7,0|9|53|6
66,75,81,1,7,0|9|0|11
79,79,89,1,7,0|9|46|5
73,77,89,1,7,0|9|1|6
50,67,72,1,7,0|379|0|14
80,86,78,1,7,0|9|29|5
67,71,83,1,7,0|9|0|10
56,58,77,1,7,0|9|15|11
82,81,72,1,7,0|9|11|5
76,74,73,1,7,0|9|0|8
54,66,84,1,7,0|9|22|9
56,78,83,1,7,0|9|22|7
75,66,80,1,7,0|9|7|5
62,72,82,1,7,0|9|0|10
56,81,84,1,7,0|9|35|6
63,77,90,1,7,0|9|56|6
66,76,68,1,7,0|9|28|5
71,78,76,1,7,0|9|0|10
71,67,81,1,7,0|9|0|7
69,65,78,1,7,0|9|25|7
75,70,70,1,7,0|9|9|5
76,79,81,1,7,0|9|0|9
53,64,66,1,7,0|379|21|12
70,68,81,1,7,0|9|0|8
81,73,68,1,7,0|9|48|5
48,61,73,1,7,0|9|0|13
59,75,85,1,7,0|9|0|9
72,72,79,1,7,0|9|0|9
78,80,77,1,7,0|9|0|8
54,66,64,1,7,0|9|24|12
62,73,73,1,7,0|9|0|10
56,69,83,1,7,0|9|0|10
74,75,77,1,7,0|9|0|10
56,53,72,1,7,0|9|47|10
49,53,74,1,7,0|9|56|11
64,71,71,1,7,0|65|12|13
76,81,71,1,7,0|9|0|7
50,59,74,1,7,0|9|0|14
51,52,76,1,7,0|9|56|11
71,76,77,1,7,0|9|0|10
65,81,81,1,7,0|9|0|8
48,76,68,1,7,0|379|36|14
73,84,73,1,7,0|9|0|6
66,72,83,1,7,0|9|0|10
47,60,72,1,7,0|9|0|13
79,72,78,1,7,0|9|0|6
72,67,89,1,7,0|9|56|6
80,77,76,1,7,0|9|0|7
60,65,87,1,7,0|9|45|10
64,84,74,1,7,0|9|14|6
78,84,76,1,7,0|9|11|5
48,62,63,1,7,0|9|44|12
72,70,78,1,7,0|9|0|7
80,74,86,1,7,0|9|0|6
70,71,89,1,7,0|9|0|7
78,75,85,1,7,0|9|0|7
59,60,73,1,7,0|9|47|10
49,65,71,1,7,0|9|0|12
79,83,77,1,7,0|9|0|6
45,74,71,1,7,0|116|49|13
50,57,77,1,7,0|9|24|12
71,80,81,1,7,0|9|0|11
80,78,78,1,7,0|9|0|7
80,84,78,1,7,0|9|43|5
43,62,69,1,7,0|9|51|13
56,73,85,1,7,0|9|16|11
72,66,84,1,7,0|9|54|6
56,60,67,1,7,0|9|46|10
71,81,77,1,7,0|9|0|9
73,74,92,1,7,0|9|48|5
72,77,90,1,7,0|9|0|6
58,62,74,1,7,0|9|46|10
81,71,75,1,7,0|9|9|5
62,84,85,1,7,0|9|39|6
62,79,75,1,7,0|9|0|9
79,80,87,1,7,0|9|47|5
55,70,69,1,7,0|9|56|11
56,57,69,1,7,0|9|18|11
47,52,75,1,7,0|9|57|11
75,75,72,1,7,0|9|0|8
68,79,76,1,7,0|9|0|9
81,67,77,1,7,0|9|9|5
47,65,67,1,7,0|9|43|12
78,77,75,1,7,0|9|0|7
67,65,85,1,7,0|9|54|6
61,76,78,1,7,0|9|0|9
52,59,78,1,7,0|9|11|10
62,74,71,1,7,0|9|34|8
72,85,72,1,7,0|9|0|6
61,82,77,1,7,0|9|11|8
76,80,80,1,7,0|9|0|8
73,68,81,1,7,0|9|38|7
62,77,69,1,7,0|9|44|7
57,60,71,1,7,0|9|48|10
64,77,88,1,7,0|9|0|8
46,75,79,1,7,0|379|6|15
65,76,85,1,7,0|9|0|10
72,73,75,1,7,0|9|0|8
47,61,68,1,7,0|9|21|12
64,67,78,1,7,0|9|0|9
75,80,68,1,7,0|9|8|5
69,88,78,1,7,0|9|31|5
51,67,73,1,7,0|9|0|12
61,64,80,1,7,0|9|0|11
50,56,78,1,7,0|9|26|12
76,81,74,1,7,0|9|0|8
62,65,77,1,7,0|9|0|9
60,71,87,1,7,0|9|31|7
65,84,84,1,7,0|9|15|6
77,80,78,1,7,0|9|0|8
59,68,76,1,7,0|9|0|12
76,81,84,1,7,0|9|0|7
69,74,76,1,7,0|9|0|10
68,71,71,1,7,0|65|0|13
56,69,86,1,7,0|9|29|10
61,81,81,1,7,0|9|0|7
57,69,85,1,7,0|9|44|10
73,83,80,1,7,0|9|0|8
43,57,71,1,7,0|9|59|14
46,66,73,1,7,0|9|30|11
68,70,79,1,7,0|9|0|9
66,81,85,1,7,0|9|0|7
67,74,71,1,7,0|65|0|13
66,66,78,1,7,0|9|24|7
60,84,85,1,7,0|9|24|7
68,83,68,1,7,0|9|9|5
60,81,79,1,7,0|9|0|7
52,57,67,1,7,0|9|43|12
59,61,80,1,7,0|9|46|10
46,68,65,1,7,0|9|43|12
78,70,73,1,7,0|9|11|5
82,77,81,1,7,0|9|11|5
68,83,71,1,7,0|9|31|5
74,78,90,1,7,0|9|0|6
68,81,69,1,7,0|9|8|5
62,62,84,1,7,0|9|26|10
39,63,53,1,6,0|116|19|0
49,49,62,1,7,0|9|31|18
67,76,80,1,7,0|9|0|11
47,60,77,1,7,0|9|4|12
54,71,86,1,7,0|9|27|10
50,70,73,1,7,0|9|0|11
69,70,74,1,7,0|65|0|14
59,56,69,1,7,0|9|48|10
56,54,76,1,7,0|9|3|12
62,60,80,1,7,0|9|45|10
56,77,76,1,7,0|9|0|9
75,76,69,1,7,0|9|0|6
51,66,75,1,7,0|9|0|10
63,75,71,1,7,0|9|0|8
40,64,68,1,7,0|9|57|14
57,58,68,1,7,0|9|47|10
48,72,65,1,7,0|116|54|11
77,84,79,1,7,0|9|0|6
74,83,74,1,7,0|9|0|8
67,84,74,1,7,0|9|13|5
47,61,79,1,7,0|9|38|14
73,85,79,1,7,0|9|0|7
79,72,72,1,7,0|9|65|5
51,73,77,1,7,0|9|20|9
49,67,65,1,7,0|116|55|11
54,59,69,1,7,0|9|0|11
63,79,85,1,7,0|9|0|9
54,60,66,1,7,0|9|50|10
66,72,87,1,7,0|9|0|9
70,81,86,1,7,0|9|0|7
56,61,79,1,7,0|9|11|10
70,68,88,1,7,0|9|0|7
76,87,82,1,7,0|9|17|6
75,79,71,1,7,0|9|0|8
56,76,78,1,7,0|9|0|9
50,66,78,1,7,0|9|8|10
70,86,73,1,7,0|9|2|6
63,75,77,1,7,0|9|0|12
56,66,65,1,7,0|379|23|12
75,68,89,1,7,0|9|55|6
76,82,80,1,7,0|9|0|7
63,66,72,1,7,0|9|52|8
65,77,72,1,7,0|9|0|9
59,67,76,1,7,0|9|0|11
69,78,84,1,7,0|9|0|8
68,71,68,1,7,0|65|59|12
76,85,78,1,7,0|9|0|6
56,65,76,1,7,0|9|0|11
60,74,77,1,7,0|9|0|10
35,89,75,1,7,0|379|41|17
75,82,70,1,7,0|9|0|6
50,56,70,1,7,0|9|5|12
54,64,67,1,7,0|9|46|10
72,88,71,1,7,0|9|31|5
60,72,84,1,7,0|9|0|9
75,73,72,1,7,0|9|0|7
73,68,75,1,7,0|9|49|5
60,57,71,1,7,0|9|67|10
52,63,78,1,7,0|9|10|10
80,79,71,1,7,0|9|10|5
61,79,72,1,7,0|9|4|8
68,74,77,1,7,0|65|0|16
78,86,72,1,7,0|9|10|5
71,79,71,1,7,0|9|0|7
59,57,72,1,7,0|9|17|11
64,66,76,1,7,0|9|5|12
52,63,68,1,7,0|9|0|13
70,82,78,1,7,0|9|0|10
83,79,81,1,7,0|9|49|5
69,85,69,1,7,0|9|9|5
73,70,82,1,7,0|9|0|9
60,78,89,1,7,0|9|26|7
47,71,69,1,7,0|9|15|11
83,72,77,1,7,0|9|48|5
71,68,87,1,7,0|9|0|7
62,74,74,1,7,0|9|0|10
54,67,69,1,7,0|379|0|13
40,52,58,1,7,0|116|35|16
72,78,83,1,7,0|9|0|10
51,61,79,1,7,0|9|11|10
65,78,81,1,7,0|9|0|10
45,67,65,1,7,0|9|12|13
76,88,78,1,7,0|9|27|5
73,72,68,1,7,0|9|10|5
63,70,69,1,7,0|9|60|12
66,79,69,1,7,0|9|31|5
70,71,83,1,7,0|9|0|10
75,75,89,1,7,0|9|47|5
51,73,81,1,7,0|9|56|9
59,69,83,1,7,0|9|0|12
57,64,66,1,7,0|9|54|11
56,65,69,1,7,0|9|55|11
60,60,73,1,7,0|9|40|14
70,71,72,1,7,0|9|10|5
65,78,70,1,7,0|9|30|5
75,68,69,1,7,0|65|19|14
83,77,77,1,7,0|9|11|5
47,78,78,1,7,0|116|37|14
76,85,86,1,7,0|9|29|5
47,63,76,1,7,0|9|0|11
51,60,74,1,7,0|9|0|12
60,78,79,1,7,0|9|0|9
52,61,73,1,7,0|9|0|13
51,69,79,1,7,0|9|12|10
69,78,78,1,7,0|9|0|11
64,78,87,1,7,0|9|0|8
67,57,78,1,7,0|9|37|16
81,81,77,1,7,0|9|13|5
60,83,83,1,7,0|9|36|6
50,72,64,1,7,0|116|55|11
78,73,79,1,7,0|9|0|8
63,81,77,1,7,0|9|0|8
80,86,77,1,7,0|9|55|5
80,85,79,1,7,0|9|12|5
73,85,69,1,7,0|9|11|5
79,74,86,1,7,0|9|0|6
59,62,76,1,7,0|9|9|10
54,72,76,1,7,0|9|21|9
81,82,70,1,7,0|9|15|5
64,72,86,1,7,0|9|0|9
74,83,79,1,7,0|9|0|8
82,77,71,1,7,0|9|44|5
60,68,80,1,7,0|9|0|14
53,59,77,1,7,0|9|0|11
52,70,83,1,7,0|9|39|9
57,63,77,1,7,0|9|0|10
50,71,67,1,7,0|9|16|11
46,64,74,1,7,0|9|48|10
71,71,80,1,7,0|9|0|8
70,75,92,1,7,0|9|53|6
54,70,76,1,7,0|9|1|10
73,78,67,1,7,0|9|42|5
65,67,70,1,7,0|65|58|14
64,71,85,1,7,0|9|0|9
74,81,68,1,7,0|9|10|5
66,70,82,1,7,0|9|0|10
76,75,76,1,7,0|9|0|9
83,80,77,1,7,0|9|10|5
76,83,71,1,7,0|9|9|5
66,66,74,1,7,0|65|64|15
53,77,79,1,7,0|9|59|9
77,69,74,1,7,0|9|11|5
75,81,77,1,7,0|9|0|9
74,70,84,1,7,0|9|0|9
70,78,90,1,7,0|9|0|6
54,72,80,1,7,0|9|0|10
42,68,76,1,7,0|5295|57|17
68,74,91,1,7,0|9|56|6
78,68,81,1,7,0|9|49|5
62,77,86,1,7,0|9|0|8
67,85,82,1,7,0|9|0|6
61,72,72,1,7,0|9|34|8
57,57,72,1,7,0|9|46|10
68,81,75,1,7,0|9|0|8
59,66,78,1,7,0|9|0|11
78,70,79,1,7,0|9|0|6
52,70,78,1,7,0|9|0|11
73,81,74,1,7,0|9|0|9
79,71,72,1,7,0|9|28|5
80,72,74,1,7,0|9|27|5
50,72,71,1,7,0|379|7|15
66,82,79,1,7,0|9|0|8
59,75,83,1,7,0|9|0|9
68,71,92,1,7,0|9|55|6
73,68,82,1,7,0|9|0|7
52,58,69,1,7,0|9|43|12
56,64,84,1,7,0|9|54|11
61,70,90,1,7,0|9|15|11
51,53,76,1,7,0|9|35|11
78,82,79,1,7,0|9|0|7
51,62,78,1,7,0|9|9|10
75,73,76,1,7,0|9|0|8
67,77,88,1,7,0|9|0|8
76,74,84,1,7,0|9|0|9
67,77,91,1,7,0|9|53|6
68,59,78,1,7,0|9|28|15
50,70,79,1,7,0|9|7|10
64,81,82,1,7,0|9|0|8
81,85,77,1,7,0|9|11|5
50,64,65,1,7,0|9|44|12
49,68,65,1,7,0|116|56|11
76,66,84,1,7,0|9|55|6
66,65,72,1,7,0|65|44|15
55,63,79,1,7,0|9|8|10
34,63,64,1,7,0|9|54|16
63,61,79,1,7,0|9|46|10
62,69,74,1,7,0|9|0|14
76,85,81,1,7,0|9|0|7
45,59,71,1,7,0|9|69|13
63,82,80,1,7,0|9|0|7
63,83,76,1,7,0|9|13|8
69,76,84,1,7,0|9|0|10
76,64,69,1,7,0|65|17|14
58,73,84,1,7,0|9|0|8
60,73,75,1,7,0|9|0|10
79,73,83,1,7,0|9|0|6
64,74,71,1,7,0|9|0|15
82,79,85,1,7,0|9|61|5
76,88,79,1,7,0|9|25|5
79,70,83,1,7,0|9|0|6
66,83,74,1,7,0|9|0|6
77,88,77,1,7,0|9|8|5
76,72,89,1,7,0|9|6|6
61,72,71,1,7,0|9|32|8
67,72,87,1,7,0|9|0|8
70,76,67,1,7,0|9|21|5
57,73,87,1,7,0|9|36|6
80,70,71,1,7,0|9|9|5
82,71,76,1,7,0|9|47|5
59,74,86,1,7,0|9|0|8
62,69,89,1,7,0|9|13|11
69,86,79,1,7,0|9|0|7
78,79,81,1,7,0|9|0|8
57,70,87,1,7,0|9|17|11
67,83,76,1,7,0|9|0|8
70,71,76,1,7,0|9|0|9
68,80,70,1,7,0|9|0|6
67,81,79,1,7,0|9|0|9
55,63,76,1,7,0|9|0|11
77,78,74,1,7,0|9|0|8
46,57,73,1,7,0|9|8|12
57,79,87,1,7,0|9|25|7
68,80,88,1,7,0|9|0|6
70,84,76,1,7,0|9|0|7
81,77,78,1,7,0|9|0|6
70,72,88,1,7,0|9|0|8
43,83,80,1,7,0|116|60|17
79,86,83,1,7,0|9|43|6
44,71,71,1,7,0|116|12|13
75,76,86,1,7,0|9|0|7
58,79,86,1,7,0|9|25|7
38,85,82,1,7,0|116|14|16
59,64,77,1,7,0|9|0|9
76,74,67,1,7,0|9|11|5
70,71,79,1,7,0|9|0|8
60,70,79,1,7,0|9|0|12
63,75,89,1,7,0|9|30|7
77,81,86,1,7,0|9|0|6
55,70,87,1,7,0|9|16|11
46,56,69,1,7,0|9|59|14
66,73,77,1,7,0|9|0|11
58,72,70,1,7,0|9|51|8
56,69,67,1,7,0|379|60|12
54,60,73,1,7,0|9|0|12
56,66,67,1,7,0|9|5|12
71,64,83,1,7,0|9|54|6
58,74,81,1,7,0|9|0|11
73,76,89,1,7,0|9|46|6
69,71,72,1,7,0|9|0|6
60,73,87,1,7,0|9|24|7
73,77,78,1,7,0|9|0|11
75,84,72,1,7,0|9|4|6
77,68,80,1,7,0|9|10|5
44,63,79,1,7,0|9|27|10
65,80,70,1,7,0|9|29|5
53,54,67,1,7,0|9|16|11
57,71,71,1,7,0|9|51|8
73,77,81,1,7,0|9|0|12
54,54,72,1,7,0|9|45|10
52,65,65,1,7,0|9|5|12
75,79,76,1,7,0|9|0|9
63,70,88,1,7,0|9|15|11
53,65,82,1,7,0|9|19|9
71,83,85,1,7,0|9|1|6
68,78,87,1,7,0|9|0|7
67,70,85,1,7,0|9|0|8
80,77,70,1,7,0|9|11|5
69,71,87,1,7,0|9|0|8
57,66,83,1,7,0|9|0|12
70,68,71,1,7,0|9|29|5
60,76,87,1,7,0|9|0|8
67,77,73,1,7,0|9|0|10
63,76,82,1,7,0|9|0|9
48,67,74,1,7,0|9|0|11
75,79,90,1,7,0|9|49|5
