x,y,z,Type,State,extra
56,65,73,1,7,0|9|0|10
47,61,70,1,7,0|379|48|12
66,85,81,1,7,0|9|0|6
61,67,83,1,7,0|9|0|13
48,71,69,1,7,0|9|18|11
65,76,88,1,7,0|9|0|8
78,78,68,1,7,0|9|10|5
64,72,83,1,7,0|9|0|11
77,68,77,1,7,0|9|19|6
45,64,79,1,7,0|9|28|10
78,83,74,1,7,0|9|0|6
81,78,88,1,7,0|9|50|5
69,76,90,1,7,0|9|57|6
45,67,70,1,7,0|9|68|10
56,67,76,1,7,0|9|0|11
65,73,86,1,7,0|9|0|9
71,84,82,1,7,0|9|0|8
47,65,71,1,7,0|9|0|11
45,62,66,1,7,0|9|50|13
52,70,70,1,7,0|9|46|10
78,83,71,1,7,0|9|31|5
59,71,75,1,7,0|9|0|11
76,76,66,1,7,0|9|11|5
65,66,85,1,7,0|9|57|6
67,77,84,1,7,0|9|0|10
52,63,80,1,7,0|9|12|10
57,69,75,1,7,0|9|0|11
76,76,81,1,7,0|9|0|8
77,82,86,1,7,0|9|16|6
78,79,73,1,7,0|9|0|7
47,65,70,1,7,0|9|0|11
65,76,90,1,7,0|9|4|7
62,72,71,1,7,0|9|34|8
76,65,78,1,7,0|9|45|5
82,79,75,1,7,0|9|20|5
60,57,68,1,7,0|9|48|10
76,72,88,1,7,0|9|0|6
58,77,71,1,7,0|9|42|7
73,83,78,1,7,0|9|0|7
66,83,87,1,7,0|9|15|6
79,74,83,1,7,0|9|0|7
77,86,77,1,7,0|9|0|6
49,61,77,1,7,0|9|0|13
55,71,76,1,7,0|9|0|10
70,83,82,1,7,0|9|0|8
47,72,69,1,7,0|116|44|12
51,61,74,1,7,0|9|0|14
48,69,71,1,7,0|379|0|15
47,74,64,1,7,0|116|24|12
72,68,83,1,7,0|9|0|8
78,73,75,1,7,0|9|0|7
64,78,92,1,7,0|9|5|7
53,59,78,1,7,0|9|12|10
43,63,69,1,7,0|116|37|14
59,79,79,1,7,0|9|0|9
66,70,72,1,7,0|9|0|13
79,69,80,1,7,0|9|50|5
67,70,83,1,7,0|9|0|9
71,75,79,1,7,0|9|0|11
58,76,81,1,7,0|9|0|11
42,61,72,1,7,0|9|20|14
59,76,84,1,7,0|9|0|9
46,81,78,1,7,0|116|58|14
47,77,82,1,7,0|116|38|14
55,59,71,1,7,0|9|0|12
42,63,79,1,7,0|9|28|10
55,72,82,1,7,0|9|39|7
78,76,75,1,7,0|9|0|8
55,53,71,1,7,0|9|5|12
59,67,85,1,7,0|9|0|12
50,58,78,1,7,0|9|35|11
44,83,84,1,7,0|116|46|15
71,87,72,1,7,0|9|30|5
64,66,71,1,7,0|9|61|12
69,83,76,1,7,0|9|0|8
64,71,75,1,7,0|9|0|15
65,84,74,1,7,0|9|16|6
46,55,70,1,7,0|9|10|13
51,62,73,1,7,0|9|0|15
61,80,78,1,7,0|9|0|9
74,78,81,1,7,0|9|0|10
69,81,70,1,7,0|9|0|6
54,72,78,1,7,0|9|0|10
62,82,87,1,7,0|9|37|6
83,78,84,1,7,0|9|47|5
70,84,81,1,7,0|9|0|7
43,76,80,1,7,0|379|7|15
59,75,70,1,7,0|9|32|8
49,78,78,1,7,0|116|19|14
45,66,72,1,7,0|9|0|14
75,65,76,1,7,0|9|47|5
79,76,90,1,7,0|9|47|5
47,57,70,1,7,0|9|33|13
74,88,71,1,7,0|9|29|5
53,66,69,1,7,0|379|0|13
83,77,83,1,7,0|9|49|5
54,73,67,1,7,0|116|51|11
73,74,91,1,7,0|9|55|6
63,79,70,1,7,0|9|58|14
64,79,74,1,7,0|9|0|8
71,73,87,1,7,0|9|0|9
61,73,70,1,7,0|9|36|8
69,71,83,1,7,0|9|0|10
72,72,89,1,7,0|9|0|7
50,67,79,1,7,0|9|9|10
59,84,78,1,7,0|9|41|7
72,76,79,1,7,0|9|0|11
52,63,76,1,7,0|9|0|11
57,72,89,1,7,0|9|25|7
62,83,76,1,7,0|9|12|8
72,83,73,1,7,0|9|0|7
75,66,86,1,7,0|9|54|6
75,72,79,1,7,0|9|0|8
57,67,73,1,7,0|9|0|10
58,78,80,1,7,0|9|0|7
72,87,81,1,7,0|9|17|6
71,88,72,1,7,0|9|29|5
74,74,79,1,7,0|9|0|10
66,87,76,1,7,0|9|30|5
66,83,69,1,7,0|9|29|5
71,70,69,1,7,0|9|10|5
50,63,75,1,7,0|9|0|11
60,63,79,1,7,0|9|0|11
53,67,81,1,7,0|9|0|10
35,89,74,1,7,0|379|40|17
66,79,91,1,7,0|9|27|7
83,82,72,1,7,0|9|9|5
54,53,75,1,7,0|9|35|11
47,58,78,1,7,0|9|10|10
71,88,74,1,7,0|9|28|5
48,63,75,1,7,0|9|0|11
64,79,84,1,7,0|9|0|9
67,80,75,1,7,0|9|0|8
45,65,68,1,7,0|9|1|14
55,76,78,1,7,0|9|56|9
48,63,71,1,7,0|379|0|13
66,82,75,1,7,0|9|0|6
58,72,85,1,7,0|9|8|10
74,70,81,1,7,0|9|0|8
55,63,75,1,7,0|9|0|10
74,69,85,1,7,0|9|0|6
60,55,74,1,7,0|9|3|14
51,57,80,1,7,0|9|53|11
74,84,84,1,7,0|9|0|7
63,81,78,1,7,0|9|0|7
65,76,68,1,7,0|9|66|15
70,76,85,1,7,0|9|0|10
42,75,72,1,7,0|116|32|13
64,70,74,1,7,0|9|0|8
42,75,70,1,7,0|116|29|13
47,52,73,1,7,0|9|35|11
53,64,78,1,7,0|9|0|10
44,59,78,1,7,0|9|39|14
45,58,70,1,7,0|9|51|11
78,73,73,1,7,0|9|0|6
75,85,84,1,7,0|9|22|6
72,67,75,1,7,0|9|49|5
69,66,81,1,7,0|9|53|6
75,78,92,1,7,0|9|50|5
82,81,83,1,7,0|9|47|5
84,75,75,1,7,0|9|26|5
64,67,75,1,7,0|9|6|12
74,76,87,1,7,0|9|0|7
73,79,90,1,7,0|9|66|5
76,77,87,1,7,0|9|0|7
83,78,75,1,7,0|9|5|5
52,55,77,1,7,0|9|24|12
84,77,74,1,7,0|9|44|5
72,71,68,1,7,0|9|29|5
78,75,79,1,7,0|9|0|7
55,66,84,1,7,0|9|7|10
64,74,70,1,7,0|9|52|13
52,57,68,1,7,0|9|0|11
64,65,83,1,7,0|9|25|7
76,84,78,1,7,0|9|0|8
51,60,78,1,7,0|9|11|10
55,61,67,1,7,0|379|20|12
74,88,82,1,7,0|9|18|6
61,66,85,1,7,0|9|0|8
52,62,77,1,7,0|9|0|13
48,56,77,1,7,0|9|61|11
57,66,86,1,7,0|9|27|10
43,67,66,1,7,0|9|13|13
75,84,70,1,7,0|9|11|5
46,63,71,1,7,0|9|53|10
51,66,73,1,7,0|379|0|14
48,71,74,1,7,0|116|40|12
65,85,74,1,7,0|9|16|6
54,68,70,1,7,0|379|0|13
71,72,78,1,7,0|9|0|9
73,80,88,1,7,0|9|1|6
63,63,79,1,7,0|9|45|10
72,75,70,1,7,0|9|0|6
72,77,75,1,7,0|9|0|10
54,68,69,1,7,0|379|25|12
75,76,85,1,7,0|9|0|9
64,85,82,1,7,0|9|14|6
72,80,91,1,7,0|9|69|5
71,71,74,1,7,0|9|0|7
47,68,64,1,7,0|116|54|11
70,84,73,1,7,0|9|0|6
79,82,85,1,7,0|9|49|5
79,74,88,1,7,0|9|48|5
56,69,78,1,7,0|9|0|12
74,68,81,1,7,0|9|0|7
70,68,78,1,7,0|9|0|7
46,71,69,1,7,0|9|18|11
62,67,77,1,7,0|9|0|13
79,76,89,1,7,0|9|48|5
78,76,84,1,7,0|9|0|8
64,76,89,1,7,0|9|0|7
68,64,80,1,7,0|9|54|6
60,59,70,1,7,0|9|66|10
64,84,72,1,7,0|9|30|5
72,87,80,1,7,0|9|17|6
60,77,71,1,7,0|9|44|7
65,66,80,1,7,0|9|0|7
48,67,70,1,7,0|9|0|11
70,82,69,1,7,0|9|7|5
63,76,91,1,7,0|9|26|7
51,55,73,1,7,0|9|6|12
68,75,93,1,7,0|9|8|7
58,74,77,1,7,0|9|0|10
64,69,87,1,7,0|9|4|7
63,84,87,1,7,0|9|68|5
75,74,73,1,7,0|9|0|8
77,79,67,1,7,0|9|9|5
46,68,64,1,7,0|9|63|12
66,71,73,1,7,0|9|0|7
48,65,73,1,7,0|9|0|12
76,68,89,1,7,0|9|55|6
63,79,74,1,7,0|9|0|9
58,68,84,1,7,0|9|0|12
45,84,77,1,7,0|116|11|18
58,73,85,1,7,0|9|0|8
58,76,80,1,7,0|9|0|8
79,86,74,1,7,0|9|12|5
52,66,83,1,7,0|9|41|9
76,71,85,1,7,0|9|0|7
76,81,83,1,7,0|9|0|8
66,67,81,1,7,0|9|0|9
56,70,74,1,7,0|9|0|10
79,84,81,1,7,0|9|8|5
48,69,62,1,7,0|116|54|11
72,82,89,1,7,0|9|45|6
65,70,83,1,7,0|9|0|10
52,67,77,1,7,0|9|0|10
74,81,76,1,7,0|9|0|9
50,59,78,1,7,0|9|26|12
57,66,73,1,7,0|9|20|9
54,70,83,1,7,0|9|40|9
55,73,80,1,7,0|9|12|10
78,83,69,1,7,0|9|12|5
61,72,86,1,7,0|9|11|8
53,66,80,1,7,0|9|37|9
81,73,78,1,7,0|9|0|6
63,58,75,1,7,0|9|59|14
68,87,82,1,7,0|9|15|6
76,88,80,1,7,0|9|29|5
81,76,83,1,7,0|9|47|5
71,77,72,1,7,0|9|0|8
72,77,69,1,7,0|9|7|5
65,69,85,1,7,0|9|0|8
49,75,72,1,7,0|116|60|12
68,76,78,1,7,0|9|0|12
71,70,80,1,7,0|9|0|8
71,75,90,1,7,0|9|0|6
68,66,85,1,7,0|9|55|6
72,81,87,1,7,0|9|0|7
60,60,72,1,7,0|9|47|10
69,78,87,1,7,0|9|0|7
65,76,76,1,7,0|9|0|10
72,85,79,1,7,0|9|0|7
44,61,71,1,7,0|116|38|14
46,72,70,1,7,0|116|43|12
55,59,65,1,7,0|9|44|12
66,84,86,1,7,0|9|16|6
45,49,60,1,7,0|116|15|16
71,86,85,1,7,0|9|45|6
80,79,78,1,7,0|9|0|6
76,74,72,1,7,0|9|0|7
77,65,83,1,7,0|9|52|6
65,68,80,1,7,0|9|0|9
47,75,81,1,7,0|379|38|14
65,74,63,1,7,0|9|23|17
65,64,81,1,7,0|9|26|7
63,69,71,1,7,0|9|30|8
84,74,79,1,7,0|9|48|5
58,80,74,1,7,0|9|14|8
78,69,78,1,7,0|9|27|5
54,70,73,1,7,0|9|0|10
54,56,73,1,7,0|9|0|12
57,64,82,1,7,0|9|1|10
65,76,80,1,7,0|9|0|11
52,63,67,1,7,0|379|21|12
74,77,82,1,7,0|9|0|11
74,83,68,1,7,0|9|13|5
59,62,72,1,7,0|9|45|10
74,75,87,1,7,0|9|0|8
62,80,88,1,7,0|9|23|7
82,80,70,1,7,0|9|14|5
81,77,77,1,7,0|9|0|6
48,65,74,1,7,0|9|0|11
77,72,84,1,7,0|9|0|7
77,79,84,1,7,0|9|0|7
78,74,76,1,7,0|9|0|7
68,79,73,1,7,0|9|0|8
79,78,72,1,7,0|9|0|6
79,75,75,1,7,0|9|0|6
76,68,81,1,7,0|9|62|5
75,70,79,1,7,0|9|0|6
51,68,72,1,7,0|379|0|14
65,64,84,1,7,0|9|55|11
81,73,71,1,7,0|9|7|5
67,67,84,1,7,0|9|0|7
55,66,76,1,7,0|9|0|11
41,60,72,1,7,0|116|3|17
76,73,80,1,7,0|9|0|8
73,81,86,1,7,0|9|0|7
66,87,84,1,7,0|9|67|5
47,64,69,1,7,0|9|0|11
82,81,74,1,7,0|9|8|5
69,64,82,1,7,0|9|54|6
78,81,72,1,7,0|9|0|6
80,76,77,1,7,0|9|0|7
44,71,74,1,7,0|116|30|13
63,78,71,1,7,0|9|0|15
61,78,85,1,7,0|9|24|7
53,56,68,1,7,0|9|46|10
68,69,81,1,7,0|9|0|9
71,84,89,1,7,0|9|64|5
71,74,76,1,7,0|9|0|9
59,75,78,1,7,0|9|0|10
63,77,81,1,7,0|9|0|10
62,77,73,1,7,0|9|0|9
65,72,77,1,7,0|9|0|11
66,77,91,1,7,0|9|7|7
71,72,71,1,7,0|9|0|6
47,73,70,1,7,0|116|12|13
71,72,80,1,7,0|9|0|11
77,74,87,1,7,0|9|0|6
49,67,67,1,7,0|9|0|11
81,85,78,1,7,0|9|28|5
52,71,66,1,7,0|116|53|11
54,69,70,1,7,0|9|0|12
47,49,60,1,7,0|9|12|18
70,79,70,1,7,0|9|0|6
62,70,87,1,7,0|9|16|11
79,81,85,1,7,0|9|63|5
57,66,84,1,7,0|9|0|10
77,73,85,1,7,0|9|0|8
61,68,74,1,7,0|9|0|9
84,78,76,1,7,0|9|45|5
76,71,87,1,7,0|9|0|6
63,68,77,1,7,0|9|0|8
70,82,82,1,7,0|9|0|9
82,72,79,1,7,0|9|49|5
61,76,72,1,7,0|9|0|14
58,63,67,1,7,0|9|49|10
49,67,80,1,7,0|9|9|10
74,75,78,1,7,0|9|0|10
70,70,87,1,7,0|9|0|8
51,61,73,1,7,0|9|0|14
46,67,62,1,7,0|9|61|12
71,78,81,1,7,0|9|0|11
68,77,75,1,7,0|9|0|10
76,76,89,1,7,0|9|0|6
68,67,80,1,7,0|9|0|7
70,71,74,1,7,0|9|0|7
68,77,84,1,7,0|9|0|8
64,85,83,1,7,0|9|33|6
71,76,69,1,7,0|9|10|5
69,72,77,1,7,0|9|0|9
73,72,78,1,7,0|9|0|9
55,68,65,1,7,0|9|24|12
74,79,79,1,7,0|9|0|10
72,76,70,1,7,0|9|8|5
73,73,77,1,7,0|9|0|9
76,78,69,1,7,0|9|0|6
58,70,79,1,7,0|9|0|12
80,77,78,1,7,0|9|0|7
74,76,86,1,7,0|9|0|8
50,73,64,1,7,0|116|23|12
55,68,75,1,7,0|9|0|11
78,73,71,1,7,0|9|9|5
58,70,87,1,7,0|9|17|11
82,72,86,1,7,0|9|48|5
69,74,81,1,7,0|9|0|12
50,64,79,1,7,0|9|38|10
81,81,81,1,7,0|9|28|5
81,81,72,1,7,0|9|7|5
69,70,77,1,7,0|9|0|8
55,65,79,1,7,0|9|0|10
77,85,73,1,7,0|9|46|5
77,85,82,1,7,0|9|18|6
70,72,69,1,7,0|9|28|5
57,54,73,1,7,0|9|1|14
78,71,88,1,7,0|9|47|5
56,73,89,1,7,0|9|23|7
63,74,70,1,7,0|9|51|13
65,77,78,1,7,0|9|0|11
77,74,72,1,7,0|9|0|8
63,72,89,1,7,0|9|8|7
70,73,83,1,7,0|9|0|11
51,70,78,1,7,0|9|10|10
59,57,75,1,7,0|9|18|11
51,53,74,1,7,0|9|57|11
57,55,75,1,7,0|9|16|11
78,77,85,1,7,0|9|0|8
82,75,76,1,7,0|9|28|5
61,65,78,1,7,0|9|0|11
56,73,77,1,7,0|9|0|10
60,56,70,1,7,0|9|22|14
48,75,64,1,7,0|116|22|12
78,81,69,1,7,0|9|10|5
68,72,74,1,7,0|9|0|7
53,63,81,1,7,0|9|10|10
62,75,84,1,7,0|9|0|10
61,81,87,1,7,0|9|25|7
49,65,81,1,7,0|9|8|10
73,75,77,1,7,0|9|0|9
39,58,65,1,7,0|2332|14|16
46,80,78,1,7,0|379|56|14
66,68,74,1,7,0|65|10|13
49,77,79,1,7,0|379|18|14
69,70,70,1,7,0|65|29|13
74,72,67,1,7,0|9|11|5
57,80,75,1,7,0|9|32|8
56,64,70,1,7,0|9|6|12
69,81,79,1,7,0|9|0|9
48,58,72,1,7,0|9|0|12
68,78,76,1,7,0|9|0|12
78,81,86,1,7,0|9|47|5
66,84,79,1,7,0|9|0|7
45,69,79,1,7,0|9|28|10
78,71,70,1,7,0|9|30|5
75,77,90,1,7,0|9|49|5
50,64,73,1,7,0|379|0|14
49,71,70,1,7,0|116|0|13
56,51,72,1,7,0|9|46|10
81,71,78,1,7,0|9|47|5
68,84,69,1,7,0|9|29|5
60,72,82,1,7,0|9|0|13
44,70,69,1,7,0|116|42|12
60,72,70,1,7,0|9|35|8
78,79,78,1,7,0|9|0|8
71,79,72,1,7,0|9|0|8
68,89,80,1,7,0|9|15|6
61,72,77,1,7,0|9|0|15
52,74,64,1,7,0|116|23|12
53,75,75,1,7,0|9|51|8
60,67,77,1,7,0|9|0|11
75,79,87,1,7,0|9|0|7
44,68,68,1,7,0|9|15|13
56,65,84,1,7,0|9|53|11
66,73,73,1,7,0|65|0|14
68,72,83,1,7,0|9|0|10
67,67,77,1,7,0|9|0|7
81,83,76,1,7,0|9|33|5
75,67,86,1,7,0|9|52|6
49,53,73,1,7,0|9|55|11
49,57,74,1,7,0|9|0|12
59,67,83,1,7,0|9|0|12
78,71,77,1,7,0|9|0|6
54,66,85,1,7,0|9|21|9
61,80,84,1,7,0|9|24|7
73,66,80,1,7,0|9|55|6
57,74,73,1,7,0|9|29|8
69,74,79,1,7,0|9|0|11
67,87,79,1,7,0|9|18|6
69,73,91,1,7,0|9|54|6
53,61,64,1,7,0|9|49|10
53,69,73,1,7,0|9|0|10
71,74,67,1,7,0|9|11|5
45,53,73,1,7,0|9|56|11
52,64,64,1,7,0|9|25|12
51,70,63,1,7,0|116|55|11
54,59,78,1,7,0|9|10|10
61,73,82,1,7,0|9|0|10
63,66,81,1,7,0|9|0|11
53,66,81,1,7,0|9|22|9
80,70,77,1,7,0|9|9|5
73,83,89,1,7,0|9|66|5
63,84,84,1,7,0|9|65|5
77,65,82,1,7,0|9|48|5
57,68,76,1,7,0|9|0|12
78,74,81,1,7,0|9|0|8
72,71,83,1,7,0|9|0|8
61,82,71,1,7,0|9|35|6
68,64,83,1,7,0|9|55|6
71,76,86,1,7,0|9|0|9
59,70,74,1,7,0|9|0|11
78,70,87,1,7,0|9|17|6
51,66,67,1,7,0|379|0|13
76,71,82,1,7,0|9|0|8
61,65,79,1,7,0|9|0|12
81,75,82,1,7,0|9|6|6
66,86,87,1,7,0|9|50|6
70,88,80,1,7,0|9|29|5
67,75,86,1,7,0|9|0|9
48,65,62,1,7,0|9|62|12
52,74,71,1,7,0|379|24|15
65,68,89,1,7,0|9|57|6
79,85,77,1,7,0|9|10|5
81,75,88,1,7,0|9|48|5
65,76,74,1,7,0|9|0|10
66,78,73,1,7,0|9|0|8
45,64,72,1,7,0|9|49|10
45,67,76,1,7,0|9|28|10
59,66,85,1,7,0|9|29|10
78,84,82,1,7,0|9|29|5
54,71,68,1,7,0|379|24|12
66,85,70,1,7,0|9|30|5
52,62,75,1,7,0|9|0|11
50,59,66,1,7,0|9|63|12
84,80,77,1,7,0|9|11|5
78,74,74,1,7,0|9|0|7
49,61,79,1,7,0|9|33|11
67,84,73,1,7,0|9|27|5
69,85,73,1,7,0|9|30|5
58,73,74,1,7,0|9|0|9
59,76,76,1,7,0|9|0|10
57,73,78,1,7,0|9|0|11
59,77,76,1,7,0|9|0|10
69,81,71,1,7,0|9|0|6
53,54,79,1,7,0|9|26|12
68,81,71,1,7,0|9|0|6
64,69,80,1,7,0|9|0|10
60,77,73,1,7,0|9|52|8
64,82,84,1,7,0|9|0|7
61,63,76,1,7,0|65|35|16
76,71,75,1,7,0|9|0|6
69,84,82,1,7,0|9|0|7
46,56,74,1,7,0|9|59|11
77,73,74,1,7,0|9|0|7
76,82,86,1,7,0|9|0|6
76,78,77,1,7,0|9|0|9
79,82,80,1,7,0|9|0|7
46,55,71,1,7,0|9|56|11
62,66,71,1,7,0|9|58|8
56,71,79,1,7,0|9|0|12
57,64,77,1,7,0|9|0|10
50,55,71,1,7,0|9|11|13
46,60,71,1,7,0|9|25|12
66,75,80,1,7,0|9|0|11
56,54,73,1,7,0|9|47|10
46,66,74,1,7,0|9|64|10
70,79,85,1,7,0|9|0|8
71,74,85,1,7,0|9|0|10
58,57,73,1,7,0|9|48|10
54,65,75,1,7,0|9|0|10
61,80,80,1,7,0|9|13|7
63,67,78,1,7,0|9|0|13
68,83,74,1,7,0|9|0|6
76,78,71,1,7,0|9|0|7
63,72,77,1,7,0|9|0|10
47,78,79,1,7,0|116|38|14
46,63,63,1,7,0|9|63|12
59,64,67,1,7,0|9|49|10
78,76,81,1,7,0|9|0|8
58,69,87,1,7,0|9|18|11
73,67,84,1,7,0|9|0|7
68,82,85,1,7,0|9|0|6
50,60,75,1,7,0|9|0|12
69,65,81,1,7,0|9|55|6
71,71,81,1,7,0|9|0|8
53,64,77,1,7,0|9|0|10
73,73,79,1,7,0|9|0|9
68,78,73,1,7,0|9|0|8
49,63,75,1,7,0|9|0|11
57,68,67,1,7,0|379|23|12
62,62,82,1,7,0|9|8|10
56,70,77,1,7,0|9|0|11
77,74,81,1,7,0|9|0|9
59,66,87,1,7,0|9|27|10
75,84,82,1,7,0|9|0|6
60,79,88,1,7,0|9|32|7
48,52,77,1,7,0|9|37|11
59,67,74,1,7,0|9|0|10
68,73,89,1,7,0|9|0|7
82,74,73,1,7,0|9|8|5
55,59,66,1,7,0|9|49|10
52,59,71,1,7,0|9|0|13
51,55,67,1,7,0|9|61|12
64,72,90,1,7,0|9|25|7
69,82,72,1,7,0|9|0|7
76,73,76,1,7,0|9|0|8
77,78,78,1,7,0|9|0|9
62,77,72,1,7,0|9|0|14
77,74,69,1,7,0|9|0|6
71,85,76,1,7,0|9|0|6
60,70,78,1,7,0|9|0|11
67,70,70,1,7,0|9|45|7
63,84,75,1,7,0|9|15|6
52,70,72,1,7,0|9|22|9
65,79,83,1,7,0|9|0|9
79,82,69,1,7,0|9|10|5
67,68,85,1,7,0|9|0|7
60,75,88,1,7,0|9|25|7
65,86,82,1,7,0|9|16|6
61,78,73,1,7,0|9|12|8
72,84,73,1,7,0|9|0|7
78,83,80,1,7,0|9|0|6
72,68,84,1,7,0|9|0|8
53,64,72,1,7,0|9|0|11
69,83,86,1,7,0|9|20|6
57,81,78,1,7,0|9|14|8
55,64,80,1,7,0|9|22|9
68,70,86,1,7,0|9|0|8
64,72,78,1,7,0|9|0|9
49,73,64,1,7,0|116|53|11
66,63,83,1,7,0|9|46|10
69,75,85,1,7,0|9|0|9
71,72,87,1,7,0|9|0|9
73,82,70,1,7,0|9|9|5
74,68,71,1,7,0|9|9|5
40,67,68,1,7,0|9|10|15
78,75,73,1,7,0|9|0|7
78,74,88,1,7,0|9|0|6
83,76,72,1,7,0|9|28|5
56,71,68,1,7,0|9|55|11
57,61,82,1,7,0|9|47|10
46,67,69,1,7,0|9|1|14
60,81,73,1,7,0|9|13|8
55,71,85,1,7,0|9|37|9
67,82,88,1,7,0|9|65|5
68,88,78,1,7,0|9|30|5
60,78,75,1,7,0|9|0|9
56,63,73,1,7,0|9|0|11
78,85,87,1,7,0|9|17|6
72,72,73,1,7,0|9|0|7
45,53,61,1,7,0|177|49|18
79,78,77,1,7,0|9|0|8
77,67,77,1,7,0|9|46|5
72,74,87,1,7,0|9|0|8
74,84,86,1,7,0|9|21|6
58,71,81,1,7,0|9|0|11
66,73,86,1,7,0|9|0|9
59,70,88,1,7,0|9|17|11
45,68,68,1,7,0|379|56|14
48,70,75,1,7,0|9|28|10
67,75,74,1,7,0|9|0|8
74,86,73,1,7,0|9|44|5
59,63,84,1,7,0|9|29|10
71,70,77,1,7,0|9|0|8
50,76,79,1,7,0|9|56|9
61,77,68,1,7,0|9|52|13
68,76,84,1,7,0|9|0|10
72,69,83,1,7,0|9|0|9
80,76,88,1,7,0|9|50|5
56,59,76,1,7,0|9|6|11
57,65,71,1,7,0|9|19|9
74,72,69,1,7,0|9|28|5
82,75,74,1,7,0|9|27|5
48,67,72,1,7,0|9|0|11
61,74,78,1,7,0|9|0|12
73,70,88,1,7,0|9|0|7
55,54,75,1,7,0|9|5|12
51,70,79,1,7,0|9|8|10
59,61,79,1,7,0|9|41|9
50,73,71,1,7,0|116|63|12
76,66,81,1,7,0|9|47|5
70,72,73,1,7,0|9|0|6
62,73,76,1,7,0|9|0|15
71,69,88,1,7,0|9|0|7
55,70,66,1,7,0|9|55|11
65,79,70,1,7,0|9|31|5
60,75,80,1,7,0|9|0|11
56,63,72,1,7,0|9|0|11
68,75,86,1,7,0|9|0|8
68,68,85,1,7,0|9|0|8
68,70,78,1,7,0|9|0|8
48,68,71,1,7,0|379|0|14
66,75,78,1,7,0|9|0|12
51,57,69,1,7,0|9|56|11
50,54,75,1,7,0|9|55|11
60,71,70,1,7,0|9|52|8
73,76,68,1,7,0|9|10|5
74,73,85,1,7,0|9|0|8
80,74,75,1,7,0|9|0|6
48,72,71,1,7,0|379|6|15
54,60,78,1,7,0|9|64|10
47,55,72,1,7,0|9|54|11
71,77,68,1,7,0|9|22|5
66,72,69,1,7,0|65|59|12
68,75,67,1,7,0|9|28|5
73,64,88,1,7,0|9|54|6
57,58,67,1,7,0|9|46|10
56,78,77,1,7,0|9|32|8
58,58,76,1,7,0|9|1|14
67,83,74,1,7,0|9|0|6
53,58,67,1,7,0|9|63|12
45,59,76,1,7,0|9|39|14
50,70,78,1,7,0|9|10|10
67,68,70,1,7,0|65|36|14
68,82,88,1,7,0|9|12|6
50,63,64,1,7,0|9|24|12
46,63,66,1,7,0|9|43|12
70,74,70,1,7,0|9|0|6
78,71,85,1,7,0|9|0|6
43,54,71,1,7,0|9|28|15
54,53,73,1,7,0|9|47|10
53,58,79,1,7,0|9|11|10
71,84,77,1,7,0|9|0|6
80,83,83,1,7,0|9|29|5
77,77,81,1,7,0|9|0|9
69,84,87,1,7,0|9|19|6
57,65,83,1,7,0|9|55|11
53,70,67,1,7,0|379|67|13
81,81,86,1,7,0|9|47|5
74,81,65,1,7,0|9|11|5
46,65,75,1,7,0|9|28|10
80,79,85,1,7,0|9|69|5
72,73,71,1,7,0|9|0|6
73,83,83,1,7,0|9|0|7
63,74,71,1,7,0|9|34|8
70,72,76,1,7,0|9|0|9
57,62,81,1,7,0|9|48|10
83,81,81,1,7,0|9|46|5
73,70,83,1,7,0|9|0|9
53,63,71,1,7,0|9|0|11
66,75,84,1,7,0|9|0|11
51,65,73,1,7,0|379|0|15
60,76,86,1,7,0|9|0|8
40,58,63,1,7,0|116|46|15
58,66,79,1,7,0|9|0|11
56,69,70,1,7,0|9|64|11
60,78,83,1,7,0|9|0|9
61,69,88,1,7,0|9|16|11
71,85,74,1,7,0|9|3|6
55,56,71,1,7,0|9|0|11
66,87,79,1,7,0|9|27|5
70,77,73,1,7,0|9|0|8
60,69,76,1,7,0|9|0|12
43,66,63,1,7,0|9|61|12
68,87,72,1,7,0|9|32|5
47,70,66,1,7,0|9|15|11
60,56,68,1,7,0|9|47|10
65,68,73,1,7,0|9|0|8
47,66,67,1,7,0|9|32|13
63,85,76,1,7,0|9|14|6
55,57,77,1,7,0|9|17|11
69,76,93,1,7,0|9|55|6
61,78,80,1,7,0|9|0|10
55,56,74,1,7,0|9|0|12
58,65,81,1,7,0|9|2|10
74,80,79,1,7,0|9|0|11
72,82,73,1,7,0|9|0|8
38,61,70,1,7,0|116|52|16
44,70,71,1,7,0|9|67|10
55,68,72,1,7,0|9|0|10
70,69,68,1,7,0|9|15|16
81,78,76,1,7,0|9|0|6
54,61,74,1,7,0|9|0|12
75,67,75,1,7,0|9|45|5
74,68,84,1,7,0|9|14|7
64,79,73,1,7,0|9|0|7
81,73,70,1,7,0|9|29|5
72,71,85,1,7,0|9|0|10
73,80,86,1,7,0|9|0|7
77,76,66,1,7,0|9|27|5
72,85,69,1,7,0|9|28|5
66,81,77,1,7,0|9|0|8
52,71,75,1,7,0|9|20|9
77,65,76,1,7,0|9|47|5
78,78,85,1,7,0|9|0|7
63,69,80,1,7,0|9|0|13
67,73,85,1,7,0|9|0|10
82,72,80,1,7,0|9|47|5
69,72,84,1,7,0|9|0|10
78,73,78,1,7,0|9|0|8
81,74,87,1,7,0|9|50|5
77,82,69,1,7,0|9|9|5
45,67,64,1,7,0|9|43|12
64,62,80,1,7,0|9|46|10
79,82,75,1,7,0|9|0|6
