x,y,z,Type,State,extra
67,83,90,1,7,0|9|0|4
45,41,66,1,7,0|9|67|9
57,74,93,1,7,0|9|0|3
69,64,79,1,7,0|9|0|5
53,67,91,1,7,0|9|0|5
58,67,58,1,7,0|379|20|5
66,93,72,1,8,0|9|-1|0
45,49,68,1,7,0|9|0|12
44,65,85,1,7,0|8434|0|12
59,51,70,1,7,0|9|0|6
75,85,71,1,7,0|9|0|5
75,93,76,1,8,0|9|-1|0
68,59,64,1,7,0|65|54|7
67,68,87,1,7,0|9|0|7
61,75,64,1,7,0|9|0|3
53,61,70,1,7,0|9|0|12
51,53,72,1,7,0|9|0|10
64,55,89,1,7,0|65|7|13
68,71,66,1,7,0|9|0|13
60,78,70,1,7,0|9|0|12
36,64,52,1,7,0|116|61|11
49,73,70,1,7,0|116|0|11
86,74,68,1,7,0|9|0|1
50,66,63,1,7,0|9|0|9
76,72,67,1,7,0|9|0|4
52,58,87,1,7,0|9|0|5
67,51,80,1,7,0|9|14|9
67,73,95,1,7,0|9|0|2
86,84,74,1,8,0|9|-1|0
64,91,75,1,8,0|9|-1|0
80,67,78,1,7,0|9|0|3
76,63,78,1,7,0|9|0|2
57,54,84,1,7,0|9|0|4
53,67,71,1,7,0|9|0|13
77,62,92,1,8,0|9|-1|0
57,60,68,1,7,0|9|0|10
80,85,69,1,7,0|9|0|2
52,66,80,1,7,0|9|0|10
49,59,82,1,7,0|9|0|6
38,78,62,1,7,0|116|49|4
77,71,84,1,7,0|9|0|7
45,56,55,1,7,0|116|0|10
57,88,80,1,7,0|9|0|2
36,60,82,1,7,0|8434|40|11
83,87,86,1,7,0|9|0|1
71,65,66,1,7,0|65|0|10
73,66,73,1,7,0|9|0|4
65,53,82,1,7,0|9|9|8
39,77,70,1,7,0|116|0|8
61,73,57,1,7,0|9|43|10
89,72,87,1,8,0|9|-1|0
79,80,72,1,7,0|9|0|6
71,74,58,1,7,0|9|4|10
38,50,59,1,7,0|116|0|11
43,49,77,1,7,0|9|0|6
74,62,83,1,7,0|9|0|3
43,73,72,1,7,0|116|0|10
53,64,71,1,7,0|9|0|13
66,69,86,1,7,0|9|0|8
85,81,90,1,7,0|9|0|1
61,70,60,1,7,0|379|0|6
35,55,77,1,7,0|9|5|8
55,90,87,1,7,0|379|25|13
63,76,93,1,7,0|9|0|3
71,84,76,1,7,0|9|0|8
51,73,84,1,7,0|5295|0|15
60,64,55,1,7,0|9|22|5
51,79,79,1,7,0|116|0|11
83,91,89,1,8,0|9|-1|0
66,73,63,1,7,0|9|0|13
86,80,90,1,8,0|9|-1|0
74,91,66,1,8,0|9|-1|0
47,68,92,1,7,0|9|19|2
78,65,89,1,7,0|9|0|2
43,71,82,1,7,0|9|0|5
34,42,62,1,7,0|5312|12|14
72,89,80,1,7,0|9|0|4
49,88,80,1,7,0|116|2|10
48,51,67,1,7,0|9|0|7
61,82,60,1,7,0|9|55|7
42,72,77,1,7,0|379|0|12
55,77,94,1,7,0|9|0|1
60,50,73,1,7,0|9|0|9
48,43,73,1,7,0|9|35|4
73,60,88,1,7,0|9|0|1
45,49,57,1,7,0|177|11|11
61,87,70,1,7,0|9|0|1
29,67,69,1,7,0|9|24|10
71,83,96,1,8,0|9|-1|0
57,73,64,1,7,0|116|0|8
69,70,71,1,7,0|9|0|4
74,91,75,1,7,0|9|0|1
42,57,61,1,7,0|116|0|11
34,78,73,1,7,0|1922|45|11
64,90,70,1,8,0|9|-1|0
77,75,79,1,7,0|9|0|9
71,75,66,1,7,0|9|0|3
73,72,88,1,7,0|9|0|6
53,68,94,1,8,0|9|-1|0
47,50,67,1,7,0|9|0|7
74,54,77,1,7,0|9|14|9
75,80,80,1,7,0|9|0|10
66,61,78,1,7,0|9|0|5
73,75,98,1,8,0|9|-1|0
83,70,74,1,7,0|9|0|3
78,82,71,1,7,0|9|0|6
50,62,91,1,7,0|9|27|3
52,68,57,1,7,0|9|6|6
61,69,91,1,7,0|9|0|8
70,80,64,1,7,0|9|0|1
50,48,77,1,7,0|9|0|7
77,71,83,1,7,0|9|0|6
68,52,76,1,7,0|9|0|8
77,73,90,1,7,0|9|0|4
63,89,87,1,7,0|9|0|1
32,62,70,1,7,0|9|0|11
51,60,58,1,7,0|9|0|6
70,75,75,1,7,0|9|0|9
83,67,84,1,7,0|9|0|2
48,57,74,1,7,0|9|0|12
79,68,84,1,7,0|9|0|4
34,71,66,1,7,0|9|0|10
49,56,89,1,7,0|9|31|3
67,68,84,1,7,0|9|0|8
83,83,91,1,8,0|9|-1|0
77,81,92,1,7,0|9|0|2
86,75,85,1,7,0|9|0|1
52,46,81,1,7,0|9|1|5
86,68,85,1,8,0|9|-1|0
62,64,64,1,7,0|9|0|6
54,60,70,1,7,0|9|0|11
32,84,68,1,7,0|379|8|16
64,84,66,1,7,0|9|0|1
80,77,86,1,7,0|9|0|5
80,82,68,1,7,0|9|0|3
52,75,57,1,7,0|116|20|5
43,78,86,1,7,0|116|0|9
33,51,68,1,7,0|5312|0|11
84,78,71,1,7,0|9|0|3
91,78,77,1,8,0|9|-1|0
47,70,72,1,7,0|9|0|11
51,61,56,1,7,0|9|50|5
54,49,69,1,7,0|9|0|6
52,78,79,1,7,0|9|0|8
62,91,86,1,8,0|9|-1|0
55,64,75,1,7,0|9|0|10
84,67,72,1,8,0|9|-1|0
57,48,69,1,7,0|9|0|5
54,79,71,1,7,0|9|0|5
43,48,56,1,7,0|116|16|9
74,53,73,1,7,0|9|35|9
78,76,92,1,7,0|9|0|3
84,77,64,1,8,0|9|-1|0
68,60,83,1,7,0|9|0|15
69,81,99,1,8,0|9|-1|0
44,58,56,1,7,0|116|0|11
68,67,83,1,7,0|9|0|8
31,67,68,1,7,0|9|51|9
45,70,72,1,7,0|116|0|12
63,87,94,1,7,0|10850|9|16
36,71,75,1,7,0|5295|0|13
47,60,59,1,7,0|9|0|7
69,85,61,1,8,0|9|-1|0
60,73,92,1,7,0|9|0|4
34,53,61,1,7,0|2332|0|11
33,56,63,1,7,0|2332|31|9
73,57,90,1,8,0|9|-1|0
61,79,90,1,7,0|9|0|5
55,65,83,1,7,0|9|0|9
50,78,61,1,7,0|116|0|8
77,86,62,1,8,0|9|-1|0
38,49,72,1,7,0|2332|30|11
58,74,77,1,7,0|9|0|10
41,50,72,1,7,0|9|0|10
49,54,56,1,7,0|177|67|11
89,75,67,1,8,0|9|-1|0
36,73,77,1,7,0|5295|49|13
92,78,84,1,8,0|9|-1|0
59,92,82,1,8,0|9|-1|0
66,80,69,1,7,0|9|0|4
70,83,88,1,7,0|9|0|5
47,56,53,1,7,0|116|52|9
38,59,50,1,7,0|116|14|14
56,51,74,1,7,0|9|0|8
64,94,81,1,8,0|9|-1|0
47,59,68,1,7,0|9|0|10
81,72,86,1,7,0|9|0|3
80,63,89,1,8,0|9|-1|0
68,62,71,1,7,0|65|0|11
54,88,68,1,7,0|9|29|1
77,60,82,1,7,0|9|0|1
54,91,77,1,7,0|379|18|12
51,46,71,1,7,0|9|0|5
30,93,71,1,7,0|379|45|11
53,76,86,1,7,0|9|0|4
64,57,60,1,7,0|9|44|3
81,80,67,1,7,0|9|0|2
60,57,83,1,7,0|65|0|13
48,54,60,1,7,0|177|0|13
49,64,89,1,7,0|9|0|3
87,69,94,1,8,0|9|-1|0
66,65,83,1,7,0|9|0|7
77,62,88,1,7,0|9|0|2
80,67,95,1,8,0|9|-1|0
39,88,82,1,7,0|116|0|10
61,54,63,1,7,0|9|0|4
60,62,63,1,7,0|9|0|7
39,66,72,1,7,0|9|0|9
62,70,74,1,7,0|9|0|9
81,92,77,1,8,0|9|-1|0
86,69,84,1,8,0|9|-1|0
52,53,76,1,7,0|9|0|10
54,46,57,1,7,0|9|19|12
69,79,96,1,7,0|9|0|1
54,53,67,1,7,0|9|0|8
38,53,69,1,7,0|9|0|10
61,61,81,1,7,0|9|0|9
79,68,62,1,8,0|9|-1|0
63,65,90,1,7,0|9|0|3
60,88,90,1,7,0|9|0|1
39,54,80,1,7,0|9|0|5
48,70,69,1,7,0|9|0|11
63,85,95,1,8,0|9|-1|0
46,67,78,1,7,0|9|0|9
52,56,71,1,7,0|9|0|12
29,91,72,1,7,0|379|7|13
64,65,79,1,7,0|9|0|10
88,76,85,1,8,0|9|-1|0
53,75,66,1,7,0|116|0|10
82,81,85,1,7,0|9|0|4
39,75,67,1,7,0|116|0|8
67,92,87,1,8,0|9|-1|0
47,50,69,1,7,0|9|0|8
58,83,71,1,7,0|9|0|5
66,89,93,1,8,0|9|-1|0
66,92,74,1,8,0|9|-1|0
70,58,84,1,7,0|9|0|11
45,74,83,1,7,0|7737|0|14
67,54,85,1,7,0|9|32|9
79,82,86,1,7,0|9|0|5
35,65,51,1,7,0|116|6|13
50,76,73,1,7,0|379|0|12
48,70,87,1,7,0|9|0|4
33,89,69,1,7,0|379|52|12
68,55,69,1,7,0|9|39|7
68,60,93,1,8,0|9|-1|0
79,80,84,1,7,0|9|0|7
61,79,83,1,7,0|9|0|9
84,82,68,1,7,0|9|0|1
43,86,85,1,7,0|116|0|11
67,63,62,1,7,0|65|48|6
40,67,65,1,7,0|9|0|12
46,56,84,1,7,0|9|0|4
75,82,65,1,7,0|9|0|2
51,63,83,1,7,0|9|0|7
66,88,74,1,7,0|9|0|3
56,60,58,1,7,0|9|0|6
50,45,60,1,7,0|9|37|12
59,77,75,1,7,0|9|0|9
56,47,78,1,7,0|9|11|5
56,71,79,1,7,0|9|0|12
70,91,68,1,8,0|9|-1|0
54,52,62,1,7,0|9|0|5
70,85,80,1,7,0|9|0|6
59,60,59,1,7,0|9|27|5
79,66,95,1,8,0|9|-1|0
81,85,90,1,7,0|9|0|1
40,82,84,1,7,0|116|0|11
34,65,59,1,7,0|9|69|11
46,51,81,1,7,0|9|0|6
50,52,62,1,7,0|9|0|7
41,45,67,1,7,0|9|0|11
83,68,69,1,8,0|9|-1|0
84,72,72,1,7,0|9|0|2
47,78,81,1,7,0|116|0|12
45,49,66,1,7,0|9|0|11
82,83,72,1,7,0|9|0|3
34,56,61,1,7,0|177|0|16
80,74,69,1,7,0|9|0|5
63,82,73,1,7,0|9|0|7
74,57,78,1,7,0|9|0|11
73,90,64,1,8,0|9|-1|0
66,82,84,1,7,0|9|0|7
53,45,63,1,7,0|9|20|12
65,69,67,1,7,0|9|0|5
74,81,76,1,7,0|9|0|9
48,57,72,1,7,0|9|0|12
62,49,67,1,7,0|9|0|4
50,53,61,1,7,0|9|0|7
85,87,84,1,8,0|9|-1|0
30,50,63,1,7,0|5312|59|10
59,80,91,1,7,0|9|0|4
44,82,89,1,7,0|116|0|9
88,70,87,1,8,0|9|-1|0
82,89,77,1,7,0|9|0|1
60,64,71,1,7,0|9|0|8
48,60,85,1,7,0|9|0|5
43,64,65,1,7,0|9|0|11
91,73,82,1,8,0|9|-1|0
47,75,85,1,7,0|379|0|10
74,85,73,1,7,0|9|0|6
85,84,91,1,8,0|9|-1|0
35,69,77,1,7,0|8434|62|11
50,45,71,1,7,0|9|67|4
82,79,76,1,7,0|9|0|5
88,71,77,1,8,0|9|-1|0
41,55,77,1,7,0|9|0|7
66,88,83,1,7,0|9|0|3
47,87,67,1,7,0|379|51|14
87,72,78,1,8,0|9|-1|0
76,73,96,1,8,0|9|-1|0
60,61,68,1,7,0|9|0|8
72,84,70,1,7,0|9|0|5
32,71,61,1,7,0|9|48|11
41,55,76,1,7,0|9|0|10
86,89,81,1,8,0|9|-1|0
31,59,62,1,7,0|9|53|9
40,56,70,1,7,0|9|0|12
51,53,75,1,7,0|9|0|10
29,52,63,1,7,0|5312|59|10
70,56,67,1,7,0|9|8|8
40,67,79,1,7,0|8434|0|13
73,91,74,1,7,0|9|0|1
55,54,88,1,7,0|9|7|3
82,81,77,1,7,0|9|0|4
43,82,82,1,7,0|116|0|12
70,64,93,1,7,0|9|0|2
72,90,84,1,7,0|9|0|2
56,59,61,1,7,0|9|0|8
69,66,69,1,7,0|65|0|12
50,62,62,1,7,0|9|0|9
68,69,71,1,7,0|65|0|13
65,74,90,1,7,0|9|0|7
71,76,80,1,7,0|9|0|11
39,80,64,1,7,0|9|69|16
58,73,98,1,8,0|9|-1|0
42,41,67,1,7,0|9|67|9
47,61,72,1,7,0|9|0|11
32,87,77,1,7,0|379|18|12
68,75,95,1,7,0|9|0|3
41,73,70,1,7,0|116|0|9
76,79,59,1,8,0|9|-1|0
87,82,67,1,8,0|9|-1|0
50,77,78,1,7,0|379|0|12
55,69,89,1,7,0|9|0|8
40,63,61,1,7,0|9|0|9
76,59,92,1,8,0|9|-1|0
57,60,86,1,7,0|9|0|6
81,64,80,1,8,0|9|-1|0
37,56,61,1,7,0|177|0|15
68,58,65,1,7,0|9|0|4
39,70,64,1,7,0|9|0|15
90,83,88,1,8,0|9|-1|0
47,72,90,1,7,0|5295|6|11
57,66,93,1,7,0|9|0|5
41,46,72,1,7,0|2332|34|11
59,84,85,1,7,0|9|0|4
31,56,68,1,7,0|2332|30|9
54,74,61,1,7,0|116|0|7
48,45,83,1,7,0|9|52|4
81,93,78,1,8,0|9|-1|0
78,75,76,1,7,0|9|0|8
30,65,75,1,7,0|8434|46|14
42,78,63,1,7,0|116|0|6
46,52,67,1,7,0|9|0|13
48,70,56,1,7,0|116|55|4
82,63,68,1,7,0|65|16|7
42,81,85,1,7,0|116|0|12
68,60,61,1,7,0|65|52|7
80,91,84,1,8,0|9|-1|0
67,75,89,1,7,0|9|0|7
67,88,87,1,7,0|9|0|3
50,56,69,1,7,0|9|0|12
49,58,80,1,7,0|9|0|10
45,48,72,1,7,0|9|0|11
73,77,87,1,7,0|9|0|7
68,87,81,1,7,0|9|0|5
69,58,71,1,7,0|65|0|10
41,62,59,1,7,0|9|0|7
48,54,87,1,7,0|9|8|3
87,83,77,1,8,0|9|-1|0
73,57,77,1,7,0|9|0|10
76,80,63,1,7,0|9|0|1
37,51,63,1,7,0|2332|0|11
36,71,74,1,7,0|116|11|6
63,93,73,1,8,0|9|-1|0
49,64,77,1,7,0|9|0|10
82,76,64,1,8,0|9|-1|0
70,86,74,1,7,0|9|0|5
60,65,65,1,7,0|379|0|8
90,71,70,1,8,0|9|-1|0
85,76,89,1,7,0|9|0|1
71,82,86,1,7,0|9|0|7
79,86,93,1,8,0|9|-1|0
41,76,88,1,7,0|5295|26|11
65,83,90,1,7,0|9|0|4
69,54,74,1,7,0|9|0|9
72,82,67,1,7,0|9|0|3
50,93,78,1,7,0|379|46|11
43,83,84,1,7,0|116|0|12
78,62,82,1,7,0|9|0|2
40,48,70,1,7,0|2332|0|12
60,56,71,1,7,0|9|0|8
62,48,73,1,7,0|9|0|8
82,84,90,1,7,0|9|0|1
64,65,95,1,8,0|9|-1|0
58,72,94,1,7,0|9|0|3
55,71,91,1,7,0|9|0|6
73,81,84,1,7,0|9|0|9
60,57,60,1,7,0|9|0|4
69,85,65,1,7,0|9|0|1
34,64,68,1,7,0|9|0|11
41,74,82,1,7,0|7737|0|12
85,65,84,1,8,0|9|-1|0
51,72,67,1,7,0|116|0|12
78,64,86,1,7,0|9|0|3
46,62,64,1,7,0|9|0|11
41,83,77,1,7,0|1922|0|15
28,66,71,1,7,0|9|2|10
39,49,66,1,7,0|2332|0|13
60,63,94,1,7,0|9|68|4
75,90,79,1,7,0|9|0|3
67,69,77,1,7,0|9|0|9
61,76,72,1,7,0|9|0|14
71,70,75,1,7,0|9|0|8
38,65,69,1,7,0|9|0|11
48,67,81,1,7,0|9|0|7
51,83,72,1,7,0|9|0|3
36,66,59,1,7,0|9|0|10
35,53,50,1,7,0|116|60|15
36,68,80,1,7,0|8434|50|12
63,45,72,1,7,0|9|19|7
73,57,83,1,7,0|9|63|8
45,77,52,1,7,0|65|47|16
32,91,75,1,7,0|379|54|12
43,81,80,1,7,0|116|0|12
32,85,80,1,7,0|379|21|10
62,67,72,1,7,0|9|0|8
70,78,85,1,7,0|9|0|9
68,61,96,1,8,0|9|-1|0
82,87,78,1,7,0|9|0|2
60,84,95,1,7,0|9|0|1
34,53,64,1,7,0|2332|0|11
66,84,76,1,7,0|9|0|7
54,68,87,1,7,0|9|0|7
77,79,73,1,7,0|9|0|7
63,75,102,1,8,0|9|-1|0
54,58,93,1,7,0|9|50|4
65,59,71,1,7,0|9|0|6
53,48,80,1,7,0|9|0|5
44,79,69,1,7,0|116|0|8
46,45,74,1,7,0|9|16|9
33,63,68,1,7,0|9|0|12
60,77,77,1,7,0|9|0|10
48,54,78,1,7,0|9|0|9
74,68,83,1,7,0|9|0|6
60,53,85,1,7,0|9|9|3
44,82,67,1,7,0|116|0|6
74,84,96,1,8,0|9|-1|0
64,57,69,1,7,0|9|0|6
40,65,64,1,7,0|9|0|11
67,85,93,1,8,0|9|-1|0
55,87,65,1,8,0|9|-1|0
28,70,66,1,7,0|9|61|10
39,59,75,1,7,0|9|0|10
62,85,79,1,7,0|9|0|5
49,72,83,1,7,0|9|0|7
32,61,75,1,7,0|116|50|9
72,60,94,1,8,0|9|-1|0
38,75,75,1,7,0|116|0|8
88,76,75,1,8,0|9|-1|0
78,75,81,1,7,0|9|0|8
45,48,67,1,7,0|9|0|11
55,56,57,1,7,0|9|39|5
60,85,81,1,7,0|9|0|4
57,56,86,1,7,0|9|0|4
73,74,84,1,7,0|9|0|10
79,92,70,1,8,0|9|-1|0
44,43,72,1,7,0|9|24|9
59,64,65,1,7,0|9|0|8
62,64,69,1,7,0|65|0|13
60,79,92,1,7,0|9|0|3
75,86,93,1,8,0|9|-1|0
40,53,59,1,7,0|116|0|12
59,84,70,1,7,0|9|0|4
59,51,71,1,7,0|9|0|10
43,78,82,1,7,0|116|0|11
82,75,77,1,7,0|9|0|5
42,72,63,1,7,0|9|0|8
86,87,82,1,8,0|9|-1|0
32,84,79,1,7,0|379|22|10
40,44,64,1,7,0|9|52|9
54,74,75,1,7,0|9|0|8
66,91,83,1,7,0|9|0|1
77,59,79,1,8,0|9|-1|0
73,60,66,1,7,0|65|4|8
43,81,92,1,7,0|116|62|8
65,62,97,1,8,0|9|-1|0
46,62,75,1,7,0|9|0|10
75,65,83,1,7,0|9|0|5
57,77,72,1,7,0|9|0|7
82,77,71,1,7,0|9|0|4
44,88,75,1,7,0|1922|30|11
90,74,86,1,8,0|9|-1|0
40,66,68,1,7,0|9|0|12
49,70,60,1,7,0|116|0|8
32,92,78,1,7,0|379|10|11
31,59,64,1,7,0|9|53|9
37,66,67,1,7,0|9|0|11
87,71,70,1,8,0|9|-1|0
89,68,80,1,8,0|9|-1|0
36,63,52,1,7,0|116|47|11
71,70,57,1,7,0|9|2|10
50,73,55,1,7,0|116|51|4
38,59,48,1,7,0|116|39|12
52,59,79,1,7,0|9|0|9
52,85,73,1,7,0|9|0|2
38,64,48,1,7,0|116|58|12
54,71,95,1,7,0|9|14|4
36,46,67,1,7,0|5312|0|12
75,74,82,1,7,0|9|0|10
80,73,59,1,8,0|9|-1|0
75,75,90,1,7,0|9|0|6
57,79,60,1,7,0|116|19|5
75,92,72,1,8,0|9|-1|0
44,82,69,1,7,0|1922|0|15
32,56,71,1,7,0|2332|31|9
55,74,79,1,7,0|9|0|10
65,71,69,1,7,0|65|0|11
58,74,85,1,7,0|9|0|7
71,80,88,1,7,0|9|0|6
55,59,67,1,7,0|9|0|10
62,48,71,1,7,0|9|0|8
67,84,98,1,8,0|9|-1|0
51,78,66,1,7,0|116|0|9
37,68,73,1,7,0|116|0|15
52,63,78,1,7,0|9|0|10
46,66,61,1,7,0|9|0|10
35,42,68,1,7,0|5312|46|11
76,65,77,1,7,0|9|0|3
70,67,72,1,7,0|65|0|13
44,67,66,1,7,0|9|0|11
54,83,80,1,7,0|9|0|5
60,51,87,1,7,0|9|23|15
52,59,82,1,7,0|9|0|7
35,56,76,1,7,0|9|56|7
89,85,73,1,8,0|9|-1|0
53,70,88,1,7,0|9|0|7
85,89,72,1,8,0|9|-1|0
39,92,79,1,7,0|379|10|11
70,90,69,1,7,0|9|0|1
43,63,70,1,7,0|116|0|16
54,55,67,1,7,0|9|0|8
87,66,80,1,8,0|9|-1|0
38,47,57,1,7,0|2332|53|9
55,44,68,1,7,0|9|52|4
67,92,79,1,7,0|9|0|1
83,71,82,1,7,0|9|0|3
82,64,91,1,8,0|9|-1|0
88,74,66,1,8,0|9|-1|0
37,58,56,1,7,0|116|0|11
30,57,69,1,7,0|2332|20|15
29,65,65,1,7,0|9|0|11
79,64,74,1,8,0|9|-1|0
42,67,85,1,7,0|9|0|4
71,77,87,1,7,0|9|0|8
51,85,67,1,7,0|9|21|1
43,50,55,1,7,0|116|38|9
38,64,74,1,7,0|116|0|15
72,81,61,1,8,0|9|-1|0
71,75,75,1,7,0|9|0|9
37,52,68,1,7,0|2332|0|14
53,43,80,1,7,0|9|52|4
56,75,68,1,7,0|9|0|6
34,67,50,1,7,0|116|20|12
87,64,80,1,8,0|9|-1|0
80,62,72,1,8,0|9|-1|0
48,62,80,1,7,0|9|0|11
71,65,86,1,7,0|9|0|6
42,81,60,1,7,0|116|22|5
39,54,60,1,7,0|116|0|11
73,79,93,1,7,0|9|0|3
34,44,69,1,7,0|5312|67|11
67,76,94,1,7,0|9|0|4
43,45,56,1,7,0|9|11|11
71,77,63,1,7,0|9|0|1
73,71,77,1,7,0|9|0|8
85,69,84,1,7,0|9|0|1
52,53,58,1,7,0|9|6|6
41,72,71,1,7,0|116|0|9
66,56,75,1,7,0|9|0|11
41,88,89,1,7,0|116|30|9
69,89,84,1,7,0|9|0|2
68,86,94,1,7,0|9|0|1
44,66,57,1,7,0|9|0|7
42,59,62,1,7,0|116|0|10
43,64,83,1,7,0|9|0|5
92,82,79,1,8,0|9|-1|0
85,77,82,1,7,0|9|0|2
30,89,76,1,7,0|379|37|12
48,82,88,1,7,0|6977|0|18
35,92,78,1,7,0|379|9|11
63,59,92,1,7,0|65|0|12
39,80,69,1,7,0|1922|0|11
61,78,86,1,7,0|9|0|8
47,65,89,1,7,0|9|6|3
72,90,88,1,7,0|9|0|1
61,67,65,1,7,0|9|0|7
43,73,73,1,7,0|116|0|10
84,66,69,1,8,0|9|-1|0
39,60,76,1,7,0|9|0|9
34,81,85,1,7,0|116|65|8
